idref,province,lat,lon,locality,siteref,transect,m2,vert_invert,phylum,taxa,sp,sp_code,length,abundance
751,Guanacaste,10.935017,-85.794883,CUAJINIQUIL,D,D19,100,Invertebrados,Annelida,Polychaeta,Spirobranchus sp,SPI_SP,5,25
752,Guanacaste,10.935017,-85.794883,CUAJINIQUIL,D,D19,100,Invertebrados,Echinodermata,Echinoidea,Tripneustes depressus,TRI_DEP,10,1
753,Guanacaste,10.935017,-85.794883,CUAJINIQUIL,D,D19,100,Invertebrados,Mollusca,Gastropoda,Vasula melones,VAS_MEL,5,16
754,Guanacaste,10.935017,-85.794883,CUAJINIQUIL,D,D19,100,Invertebrados,Cnidaria,Actiniaria,Anthopleura sp,ANT_SP,5,25
755,Guanacaste,10.935017,-85.794883,CUAJINIQUIL,D,D19,100,Invertebrados,Cnidaria,Actiniaria,Anthopleura sp,ANT_SP,10,6
756,Guanacaste,10.935017,-85.794883,CUAJINIQUIL,D,D19,100,Invertebrados,Porifera,Demospongiae,Demospongiae morada,DEM_MOR,5,1
757,Guanacaste,10.935017,-85.794883,CUAJINIQUIL,D,D19,100,Invertebrados,Porifera,Demospongiae,Demospongiae morada,DEM_MOR,10,1
758,Guanacaste,10.935017,-85.794883,CUAJINIQUIL,D,D19,100,Invertebrados,Echinodermata,Echinoidea,Diadema mexicanum,DIA_MEX,10,12
759,Guanacaste,10.935017,-85.794883,CUAJINIQUIL,D,D19,100,Invertebrados,Echinodermata,Echinoidea,Diadema mexicanum,DIA_MEX,15,82
760,Guanacaste,10.935017,-85.794883,CUAJINIQUIL,D,D19,100,Invertebrados,Mollusca,Cephalopoda,Euaxoctopus panamensis,EUA_PAN,20,1
761,Guanacaste,10.935017,-85.794883,CUAJINIQUIL,D,D19,100,Invertebrados,Mollusca,Gastropoda,Opeatostoma pseudodon,OPE_PSE,5,4
762,Guanacaste,10.935017,-85.794883,CUAJINIQUIL,D,D19,100,Invertebrados,Arthropoda,Crustacea,Macrura sp,MAC_SP,10,1
763,Guanacaste,10.935017,-85.794883,CUAJINIQUIL,D,D19,100,Invertebrados,Echinodermata,Asteroidea,Phataria unifascialis,PHA_UNI,10,1
764,Guanacaste,10.935017,-85.794883,CUAJINIQUIL,D,D19,100,Invertebrados,Echinodermata,Echinoidea,Toxopneustes roseus,TOX_ROS,20,1
765,Guanacaste,10.935017,-85.794883,CUAJINIQUIL,D,D20,100,Vertebrados,Chordata,Balistidae,Balistes polylepis,BAL_POL,15,4
766,Guanacaste,10.935017,-85.794883,CUAJINIQUIL,D,D20,100,Vertebrados,Chordata,Balistidae,Balistes polylepis,BAL_POL,20,2
767,Guanacaste,10.935017,-85.794883,CUAJINIQUIL,D,D20,100,Vertebrados,Chordata,Tetraodontidae,Canthigaster punctatissima,CAN_PUN,5,6
768,Guanacaste,10.935017,-85.794883,CUAJINIQUIL,D,D20,100,Vertebrados,Chordata,Pomacentridae,Chromis atrilobata,CHR_ATR,10,15
769,Guanacaste,10.935017,-85.794883,CUAJINIQUIL,D,D20,100,Vertebrados,Chordata,Pomacentridae,Chromis atrilobata,CHR_ATR,5,10
770,Guanacaste,10.935017,-85.794883,CUAJINIQUIL,D,D20,100,Vertebrados,Chordata,Diodontidae,Diodon holocanthus,DIO_HOL,20,4
771,Guanacaste,10.935017,-85.794883,CUAJINIQUIL,D,D20,100,Vertebrados,Chordata,Serranidae,Epinephelus labriformis,EPI_LAB,15,2
772,Guanacaste,10.935017,-85.794883,CUAJINIQUIL,D,D20,100,Vertebrados,Chordata,Serranidae,Epinephelus labriformis,EPI_LAB,10,6
773,Guanacaste,10.935017,-85.794883,CUAJINIQUIL,D,D20,100,Vertebrados,Chordata,Muraenidae,Echidna nebulosa,ECH_NEB,20,1
774,Guanacaste,10.935017,-85.794883,CUAJINIQUIL,D,D20,100,Vertebrados,Chordata,Fistulariidae,Fistularia commersonii,FIS_COM,30,1
775,Guanacaste,10.935017,-85.794883,CUAJINIQUIL,D,D20,100,Vertebrados,Chordata,Blenniidae,Ophioblennius steindachneri,OPH_STE,5,5
776,Guanacaste,10.935017,-85.794883,CUAJINIQUIL,D,D20,100,Vertebrados,Chordata,Blenniidae,Ophioblennius steindachneri,OPH_STE,10,8
777,Guanacaste,10.935017,-85.794883,CUAJINIQUIL,D,D20,100,Vertebrados,Chordata,Blenniidae,Ophioblennius steindachneri,OPH_STE,15,14
778,Guanacaste,10.935017,-85.794883,CUAJINIQUIL,D,D20,100,Vertebrados,Chordata,Scaridae,Scarus ghobban,SCA_GHO,20,25
779,Guanacaste,10.935017,-85.794883,CUAJINIQUIL,D,D20,100,Vertebrados,Chordata,Scaridae,Scarus ghobban,SCA_GHO,15,20
780,Guanacaste,10.935017,-85.794883,CUAJINIQUIL,D,D20,100,Vertebrados,Chordata,Serranidae,Serranus psittacinus,SER_PSI,15,6
781,Guanacaste,10.935017,-85.794883,CUAJINIQUIL,D,D20,100,Vertebrados,Chordata,Serranidae,Serranus psittacinus,SER_PSI,10,4
782,Guanacaste,10.935017,-85.794883,CUAJINIQUIL,D,D20,100,Vertebrados,Chordata,Labridae,Thalassoma lucasanum,THA_LUC,5,11
783,Guanacaste,10.935017,-85.794883,CUAJINIQUIL,D,D20,100,Vertebrados,Chordata,Labridae,Thalassoma lucasanum,THA_LUC,10,20
784,Guanacaste,10.935017,-85.794883,CUAJINIQUIL,D,D20,100,Vertebrados,Chordata,Labridae,Thalassoma lucasanum,THA_LUC,15,15
785,Guanacaste,10.935017,-85.794883,CUAJINIQUIL,D,D20,100,Vertebrados,Chordata,Labridae,Thalassoma lucasanum,THA_LUC,20,10
786,Guanacaste,10.935017,-85.794883,CUAJINIQUIL,D,D20,100,Invertebrados,Porifera,Demospongiae,Demospongiae morada,DEM_MOR,5,7
787,Guanacaste,10.935017,-85.794883,CUAJINIQUIL,D,D20,100,Invertebrados,Echinodermata,Echinoidea,Diadema mexicanum,DIA_MEX,5,260
788,Guanacaste,10.935017,-85.794883,CUAJINIQUIL,D,D20,100,Invertebrados,Mollusca,Cephalopoda,Euaxoctopus panamensis,EUA_PAN,20,1
789,Guanacaste,10.935017,-85.794883,CUAJINIQUIL,D,D20,100,Invertebrados,Echinodermata,Dendrochirotida,Dendrochirotida sp,DEN_SP,5,15
790,Guanacaste,10.935017,-85.794883,CUAJINIQUIL,D,D20,100,Invertebrados,Echinodermata,Ophiuroidea,Ophiocoma aethiops,OPH_AET,5,40
791,Guanacaste,10.935017,-85.794883,CUAJINIQUIL,D,D20,100,Invertebrados,Echinodermata,Ophiuroidea,Ophiocoma aethiops,OPH_AET,10,10
792,Guanacaste,10.935017,-85.794883,CUAJINIQUIL,D,D20,100,Invertebrados,Mollusca,Bivalvia,Pinna rugosa,PIN_RUG,10,3
793,Guanacaste,10.935017,-85.794883,CUAJINIQUIL,D,D20,100,Invertebrados,Annelida,Polychaeta,Spirobranchus sp,SPI_SP,5,40
794,Guanacaste,10.935017,-85.794883,CUAJINIQUIL,D,D20,100,Invertebrados,Mollusca,Gastropoda,Vasula melones,VAS_MEL,5,26
795,Guanacaste,10.935017,-85.794883,CUAJINIQUIL,D,D20,100,Invertebrados,Cnidaria,Actiniaria,Anthopleura sp,ANT_SP,5,20
796,Guanacaste,10.935017,-85.794883,CUAJINIQUIL,D,D20,100,Invertebrados,Cnidaria,Actiniaria,Anthopleura sp,ANT_SP,10,6
797,Guanacaste,10.935017,-85.794883,CUAJINIQUIL,D,D20,100,Invertebrados,Porifera,Demospongiae,Demospongiae morada,DEM_MOR,5,17
798,Guanacaste,10.935017,-85.794883,CUAJINIQUIL,D,D20,100,Invertebrados,Porifera,Demospongiae,Demospongiae morada,DEM_MOR,10,2
799,Guanacaste,10.935017,-85.794883,CUAJINIQUIL,D,D20,100,Invertebrados,Porifera,Demospongiae,Demospongiae morada,DEM_MOR,15,1
800,Guanacaste,10.935017,-85.794883,CUAJINIQUIL,D,D20,100,Invertebrados,Echinodermata,Echinoidea,Diadema mexicanum,DIA_MEX,10,51
801,Guanacaste,10.935017,-85.794883,CUAJINIQUIL,D,D20,100,Invertebrados,Echinodermata,Echinoidea,Diadema mexicanum,DIA_MEX,15,19
802,Guanacaste,10.935017,-85.794883,CUAJINIQUIL,D,D20,100,Invertebrados,Mollusca,Gastropoda,Opeatostoma pseudodon,OPE_PSE,5,2
803,Guanacaste,10.935017,-85.794883,CUAJINIQUIL,D,D20,100,Invertebrados,Echinodermata,Asteroidea,Phataria unifascialis,PHA_UNI,10,1
804,Guanacaste,10.935017,-85.794883,CUAJINIQUIL,D,D20,100,Invertebrados,Cnidaria,Hexacorallia,Pocillopora sp,POC_SP,10,1
805,Guanacaste,10.935017,-85.794883,CUAJINIQUIL,D,D20,100,Invertebrados,Cnidaria,Hexacorallia,Pocillopora sp,POC_SP,20,1
806,Guanacaste,10.935017,-85.794883,CUAJINIQUIL,D,D20,100,Invertebrados,Cnidaria,Hexacorallia,Pocillopora sp,POC_SP,30,1
807,Guanacaste,10.937683,-85.801716,CUAJINIQUIL,E,E21,100,Vertebrados,Chordata,Acanthuridae,Acanthurus xanthopterus,ACA_XAN,20,3
808,Guanacaste,10.937683,-85.801716,CUAJINIQUIL,E,E21,100,Vertebrados,Chordata,Tetraodontidae,Arothron meleagris,ARO_MEL,15,1
809,Guanacaste,10.937683,-85.801716,CUAJINIQUIL,E,E21,100,Vertebrados,Chordata,Tetraodontidae,Arothron meleagris,ARO_MEL,20,1
810,Guanacaste,10.937683,-85.801716,CUAJINIQUIL,E,E21,100,Vertebrados,Chordata,Tetraodontidae,Canthigaster punctatissima,CAN_PUN,5,3
811,Guanacaste,10.937683,-85.801716,CUAJINIQUIL,E,E21,100,Vertebrados,Chordata,Pomacentridae,Chromis atrilobata,CHR_ATR,10,30
812,Guanacaste,10.937683,-85.801716,CUAJINIQUIL,E,E21,100,Vertebrados,Chordata,Diodontidae,Diodon holocanthus,DIO_HOL,15,2
813,Guanacaste,10.937683,-85.801716,CUAJINIQUIL,E,E21,100,Vertebrados,Chordata,Diodontidae,Diodon holocanthus,DIO_HOL,20,1
814,Guanacaste,10.937683,-85.801716,CUAJINIQUIL,E,E21,100,Vertebrados,Chordata,Serranidae,Epinephelus labriformis,EPI_LAB,15,2
815,Guanacaste,10.937683,-85.801716,CUAJINIQUIL,E,E21,100,Vertebrados,Chordata,Serranidae,Epinephelus labriformis,EPI_LAB,20,3
816,Guanacaste,10.937683,-85.801716,CUAJINIQUIL,E,E21,100,Vertebrados,Chordata,Fistulariidae,Fistularia commersonii,FIS_COM,40,3
817,Guanacaste,10.937683,-85.801716,CUAJINIQUIL,E,E21,100,Vertebrados,Chordata,Labridae,Halichoeres dispilus,HAL_DIS,10,50
818,Guanacaste,10.937683,-85.801716,CUAJINIQUIL,E,E21,100,Vertebrados,Chordata,Pomacentridae,Microspathodon dorsalis,MIC_DOR,20,1
819,Guanacaste,10.937683,-85.801716,CUAJINIQUIL,E,E21,100,Vertebrados,Chordata,Pomacentridae,Microspathodon dorsalis,MIC_DOR,25,3
820,Guanacaste,10.937683,-85.801716,CUAJINIQUIL,E,E21,100,Vertebrados,Chordata,Blenniidae,Ophioblennius steindachneri,OPH_STE,15,2
821,Guanacaste,10.937683,-85.801716,CUAJINIQUIL,E,E21,100,Vertebrados,Chordata,Scaridae,Scarus ghobban,SCA_GHO,15,3
822,Guanacaste,10.937683,-85.801716,CUAJINIQUIL,E,E21,100,Vertebrados,Chordata,Serranidae,Serranus psittacinus,SER_PSI,5,1
823,Guanacaste,10.937683,-85.801716,CUAJINIQUIL,E,E21,100,Vertebrados,Chordata,Serranidae,Serranus psittacinus,SER_PSI,10,1
824,Guanacaste,10.937683,-85.801716,CUAJINIQUIL,E,E21,100,Vertebrados,Chordata,Serranidae,Serranus psittacinus,SER_PSI,15,2
825,Guanacaste,10.937683,-85.801716,CUAJINIQUIL,E,E21,100,Vertebrados,Chordata,Serranidae,Serranus psittacinus,SER_PSI,20,1
826,Guanacaste,10.937683,-85.801716,CUAJINIQUIL,E,E21,100,Vertebrados,Chordata,Pomacentridae,Stegastes flavilatus,STE_FLA,5,2
827,Guanacaste,10.937683,-85.801716,CUAJINIQUIL,E,E21,100,Vertebrados,Chordata,Pomacentridae,Stegastes flavilatus,STE_FLA,10,5
828,Guanacaste,10.937683,-85.801716,CUAJINIQUIL,E,E21,100,Vertebrados,Chordata,Pomacentridae,Stegastes flavilatus,STE_FLA,15,20
829,Guanacaste,10.937683,-85.801716,CUAJINIQUIL,E,E21,100,Vertebrados,Chordata,Pomacentridae,Stegastes flavilatus,STE_FLA,5,3
830,Guanacaste,10.937683,-85.801716,CUAJINIQUIL,E,E21,100,Vertebrados,Chordata,Pomacentridae,Stegastes flavilatus,STE_FLA,15,1
831,Guanacaste,10.937683,-85.801716,CUAJINIQUIL,E,E21,100,Vertebrados,Chordata,Pomacentridae,Stegastes flavilatus,STE_FLA,20,9
832,Guanacaste,10.937683,-85.801716,CUAJINIQUIL,E,E21,100,Invertebrados,Echinodermata,Echinoidea,Diadema mexicanum,DIA_MEX,10,97
833,Guanacaste,10.937683,-85.801716,CUAJINIQUIL,E,E21,100,Invertebrados,Echinodermata,Holothuroidea,Holothuria impatiens,HOL_IMP,10,1
834,Guanacaste,10.937683,-85.801716,CUAJINIQUIL,E,E21,100,Invertebrados,Echinodermata,Dendrochirotida,Dendrochirotida sp,DEN_SP,5,500
835,Guanacaste,10.937683,-85.801716,CUAJINIQUIL,E,E21,100,Invertebrados,Cnidaria,Hexacorallia,Pocillopora sp,POC_SP,10,3
836,Guanacaste,10.937683,-85.801716,CUAJINIQUIL,E,E21,100,Invertebrados,Chordata,Tunicata,Rhopalaea birkelandi,RHO_BIR,5,8
837,Guanacaste,10.937683,-85.801716,CUAJINIQUIL,E,E21,100,Invertebrados,Arthropoda,Cirripedia,Balanus sp,BAL_SP,5,16
838,Guanacaste,10.937683,-85.801716,CUAJINIQUIL,E,E21,100,Invertebrados,Echinodermata,Echinoidea,Diadema mexicanum,DIA_MEX,5,2
839,Guanacaste,10.937683,-85.801716,CUAJINIQUIL,E,E21,100,Invertebrados,Echinodermata,Echinoidea,Diadema mexicanum,DIA_MEX,10,48
840,Guanacaste,10.937683,-85.801716,CUAJINIQUIL,E,E21,100,Invertebrados,Echinodermata,Echinoidea,Diadema mexicanum,DIA_MEX,15,32
841,Guanacaste,10.937683,-85.801716,CUAJINIQUIL,E,E21,100,Invertebrados,Echinodermata,Echinoidea,Diadema mexicanum,DIA_MEX,20,6
842,Guanacaste,10.937683,-85.801716,CUAJINIQUIL,E,E21,100,Invertebrados,Echinodermata,Dendrochirotida,Dendrochirotida sp,DEN_SP,10,50
843,Guanacaste,10.937683,-85.801716,CUAJINIQUIL,E,E21,100,Invertebrados,Echinodermata,Asteroidea,Pharia pyramidata,PHA_PYR,20,1
844,Guanacaste,10.937683,-85.801716,CUAJINIQUIL,E,E21,100,Invertebrados,Echinodermata,Asteroidea,Phataria unifascialis,PHA_UNI,10,2
845,Guanacaste,10.937683,-85.801716,CUAJINIQUIL,E,E21,100,Invertebrados,Chordata,Tunicata,Rhopalaea birkelandi,RHO_BIR,5,17
846,Guanacaste,10.937683,-85.801716,CUAJINIQUIL,E,E22,100,Vertebrados,Chordata,Pomacentridae,Abudefduf troschelii,ABU_TRO,10,4
847,Guanacaste,10.937683,-85.801716,CUAJINIQUIL,E,E22,100,Vertebrados,Chordata,Acanthuridae,Acanthurus xanthopterus,ACA_XAN,20,1
848,Guanacaste,10.937683,-85.801716,CUAJINIQUIL,E,E22,100,Vertebrados,Chordata,Tetraodontidae,Arothron meleagris,ARO_MEL,20,1
849,Guanacaste,10.937683,-85.801716,CUAJINIQUIL,E,E22,100,Vertebrados,Chordata,Labridae,Bodianus diplotaenia,BOD_DIP,15,5
850,Guanacaste,10.937683,-85.801716,CUAJINIQUIL,E,E22,100,Vertebrados,Chordata,Fistulariidae,Fistularia commersonii,FIS_COM,50,4
851,Guanacaste,10.937683,-85.801716,CUAJINIQUIL,E,E22,100,Vertebrados,Chordata,Labridae,Halichoeres dispilus,HAL_DIS,10,5
852,Guanacaste,10.937683,-85.801716,CUAJINIQUIL,E,E22,100,Vertebrados,Chordata,Chaetodontidae,Johnrandallia nigrirostris,JOH_NIG,15,19
853,Guanacaste,10.937683,-85.801716,CUAJINIQUIL,E,E22,100,Vertebrados,Chordata,Pomacentridae,Microspathodon dorsalis,MIC_DOR,25,5
854,Guanacaste,10.937683,-85.801716,CUAJINIQUIL,E,E22,100,Vertebrados,Chordata,Blenniidae,Ophioblennius steindachneri,OPH_STE,10,2
855,Guanacaste,10.937683,-85.801716,CUAJINIQUIL,E,E22,100,Vertebrados,Chordata,Blenniidae,Ophioblennius steindachneri,OPH_STE,15,1
856,Guanacaste,10.937683,-85.801716,CUAJINIQUIL,E,E22,100,Vertebrados,Chordata,Pomacentridae,Stegastes flavilatus,STE_FLA,10,5
857,Guanacaste,10.937683,-85.801716,CUAJINIQUIL,E,E22,100,Vertebrados,Chordata,Pomacentridae,Stegastes flavilatus,STE_FLA,15,31
858,Guanacaste,10.937683,-85.801716,CUAJINIQUIL,E,E22,100,Vertebrados,Chordata,Labridae,Thalassoma lucasanum,THA_LUC,5,50
859,Guanacaste,10.937683,-85.801716,CUAJINIQUIL,E,E22,100,Vertebrados,Chordata,Labridae,Thalassoma lucasanum,THA_LUC,15,1
860,Guanacaste,10.937683,-85.801716,CUAJINIQUIL,E,E22,100,Invertebrados,Echinodermata,Echinoidea,Diadema mexicanum,DIA_MEX,10,86
861,Guanacaste,10.937683,-85.801716,CUAJINIQUIL,E,E22,100,Invertebrados,Echinodermata,Holothuroidea,Holothuria impatiens,HOL_IMP,5,1
862,Guanacaste,10.937683,-85.801716,CUAJINIQUIL,E,E22,100,Invertebrados,Echinodermata,Dendrochirotida,Dendrochirotida sp,DEN_SP,5,500
863,Guanacaste,10.937683,-85.801716,CUAJINIQUIL,E,E22,100,Invertebrados,Cnidaria,Hexacorallia,Pocillopora sp,POC_SP,10,1
864,Guanacaste,10.937683,-85.801716,CUAJINIQUIL,E,E22,100,Invertebrados,Chordata,Tunicata,Rhopalaea birkelandi,RHO_BIR,5,3
865,Guanacaste,10.937683,-85.801716,CUAJINIQUIL,E,E22,100,Invertebrados,Echinodermata,Echinoidea,Diadema mexicanum,DIA_MEX,10,86
866,Guanacaste,10.937683,-85.801716,CUAJINIQUIL,E,E22,100,Invertebrados,Echinodermata,Echinoidea,Diadema mexicanum,DIA_MEX,15,11
867,Guanacaste,10.937683,-85.801716,CUAJINIQUIL,E,E22,100,Invertebrados,Echinodermata,Echinoidea,Diadema mexicanum,DIA_MEX,10,102
868,Guanacaste,10.937683,-85.801716,CUAJINIQUIL,E,E22,100,Invertebrados,Echinodermata,Echinoidea,Diadema mexicanum,DIA_MEX,5,8
869,Guanacaste,10.937683,-85.801716,CUAJINIQUIL,E,E22,100,Invertebrados,Cnidaria,Hydrozoa,Macrorhynchia philippina,MAC_PHI,5,9
870,Guanacaste,10.937683,-85.801716,CUAJINIQUIL,E,E22,100,Invertebrados,Cnidaria,Hydrozoa,Macrorhynchia philippina,MAC_PHI,15,9
871,Guanacaste,10.937683,-85.801716,CUAJINIQUIL,E,E22,100,Invertebrados,Mollusca,Gastropoda,Opeatostoma pseudodon,OPE_PSE,5,6
872,Guanacaste,10.937683,-85.801716,CUAJINIQUIL,E,E22,100,Invertebrados,Mollusca,Gastropoda,Opeatostoma pseudodon,OPE_PSE,20,1
873,Guanacaste,10.937683,-85.801716,CUAJINIQUIL,E,E22,100,Invertebrados,Chordata,Tunicata,Rhopalaea birkelandi,RHO_BIR,5,1
874,Guanacaste,10.937683,-85.801716,CUAJINIQUIL,E,E22,100,Invertebrados,Echinodermata,Echinoidea,Toxopneustes roseus,TOX_ROS,10,1
875,Guanacaste,10.937683,-85.801716,CUAJINIQUIL,E,E22,100,Invertebrados,Echinodermata,Echinoidea,Tripneustes depressus,TRI_DEP,15,4
876,Guanacaste,10.937683,-85.801716,CUAJINIQUIL,E,E22,100,Invertebrados,Echinodermata,Echinoidea,Tripneustes depressus,TRI_DEP,20,2
877,Guanacaste,10.937683,-85.801716,CUAJINIQUIL,E,E23,100,Vertebrados,Chordata,Pomacentridae,Abudefduf concolor,ABU_CON,20,5
878,Guanacaste,10.937683,-85.801716,CUAJINIQUIL,E,E23,100,Vertebrados,Chordata,Pomacentridae,Abudefduf troschelii,ABU_TRO,20,5
879,Guanacaste,10.937683,-85.801716,CUAJINIQUIL,E,E23,100,Vertebrados,Chordata,Labridae,Bodianus diplotaenia,BOD_DIP,30,1
880,Guanacaste,10.937683,-85.801716,CUAJINIQUIL,E,E23,100,Vertebrados,Chordata,Pomacentridae,Chromis atrilobata,CHR_ATR,10,1
881,Guanacaste,10.937683,-85.801716,CUAJINIQUIL,E,E23,100,Vertebrados,Chordata,Cirrhitidae,Cirrhitus rivulatus,CIR_RIV,15,1
882,Guanacaste,10.937683,-85.801716,CUAJINIQUIL,E,E23,100,Vertebrados,Chordata,Cirrhitidae,Cirrhitus rivulatus,CIR_RIV,20,3
883,Guanacaste,10.937683,-85.801716,CUAJINIQUIL,E,E23,100,Vertebrados,Chordata,Diodontidae,Diodon holocanthus,DIO_HOL,15,1
884,Guanacaste,10.937683,-85.801716,CUAJINIQUIL,E,E23,100,Vertebrados,Chordata,Fistulariidae,Fistularia commersonii,FIS_COM,30,1
885,Guanacaste,10.937683,-85.801716,CUAJINIQUIL,E,E23,100,Vertebrados,Chordata,Muraenidae,Gymnothorax dovii,GYM_DOV,100,1
886,Guanacaste,10.937683,-85.801716,CUAJINIQUIL,E,E23,100,Vertebrados,Chordata,Labridae,Halichoeres chierchiae,HAL_CHI,20,1
887,Guanacaste,10.937683,-85.801716,CUAJINIQUIL,E,E23,100,Vertebrados,Chordata,Chaetodontidae,Johnrandallia nigrirostris,JOH_NIG,10,1
888,Guanacaste,10.937683,-85.801716,CUAJINIQUIL,E,E23,100,Vertebrados,Chordata,Chaetodontidae,Johnrandallia nigrirostris,JOH_NIG,15,2
889,Guanacaste,10.937683,-85.801716,CUAJINIQUIL,E,E23,100,Vertebrados,Chordata,Pomacentridae,Microspathodon dorsalis,MIC_DOR,15,3
890,Guanacaste,10.937683,-85.801716,CUAJINIQUIL,E,E23,100,Vertebrados,Chordata,Pomacentridae,Microspathodon dorsalis,MIC_DOR,20,1
891,Guanacaste,10.937683,-85.801716,CUAJINIQUIL,E,E23,100,Vertebrados,Chordata,Pomacentridae,Microspathodon dorsalis,MIC_DOR,25,9
892,Guanacaste,10.937683,-85.801716,CUAJINIQUIL,E,E23,100,Vertebrados,Chordata,Pomacentridae,Microspathodon dorsalis,MIC_DOR,30,3
893,Guanacaste,10.937683,-85.801716,CUAJINIQUIL,E,E23,100,Vertebrados,Chordata,Ophichthidae,Myrichthys tigrinus,MYR_TIG,30,2
894,Guanacaste,10.937683,-85.801716,CUAJINIQUIL,E,E23,100,Vertebrados,Chordata,Blenniidae,Ophioblennius steindachneri,OPH_STE,10,4
895,Guanacaste,10.937683,-85.801716,CUAJINIQUIL,E,E23,100,Vertebrados,Chordata,Blenniidae,Ophioblennius steindachneri,OPH_STE,15,2
896,Guanacaste,10.937683,-85.801716,CUAJINIQUIL,E,E23,100,Vertebrados,Chordata,Blenniidae,Ophioblennius steindachneri,OPH_STE,20,1
897,Guanacaste,10.937683,-85.801716,CUAJINIQUIL,E,E23,100,Vertebrados,Chordata,Serranidae,Serranus psittacinus,SER_PSI,15,2
898,Guanacaste,10.937683,-85.801716,CUAJINIQUIL,E,E23,100,Vertebrados,Chordata,Pomacentridae,Stegastes acapulcoensis,STE_ACA,5,5
899,Guanacaste,10.937683,-85.801716,CUAJINIQUIL,E,E23,100,Vertebrados,Chordata,Pomacentridae,Stegastes acapulcoensis,STE_ACA,10,1
900,Guanacaste,10.937683,-85.801716,CUAJINIQUIL,E,E23,100,Vertebrados,Chordata,Pomacentridae,Stegastes acapulcoensis,STE_ACA,15,6
901,Guanacaste,10.937683,-85.801716,CUAJINIQUIL,E,E23,100,Vertebrados,Chordata,Pomacentridae,Stegastes acapulcoensis,STE_ACA,20,13
902,Guanacaste,10.937683,-85.801716,CUAJINIQUIL,E,E23,100,Vertebrados,Chordata,Pomacentridae,Stegastes flavilatus,STE_FLA,10,2
903,Guanacaste,10.937683,-85.801716,CUAJINIQUIL,E,E23,100,Vertebrados,Chordata,Labridae,Thalassoma lucasanum,THA_LUC,5,30
904,Guanacaste,10.937683,-85.801716,CUAJINIQUIL,E,E23,100,Invertebrados,Arthropoda,Cirripedia,Balanus sp,BAL_SP,5,1000
905,Guanacaste,10.937683,-85.801716,CUAJINIQUIL,E,E23,100,Invertebrados,Echinodermata,Echinoidea,Diadema mexicanum,DIA_MEX,10,250
906,Guanacaste,10.937683,-85.801716,CUAJINIQUIL,E,E23,100,Invertebrados,Echinodermata,Dendrochirotida,Dendrochirotida sp,DEN_SP,5,300
907,Guanacaste,10.937683,-85.801716,CUAJINIQUIL,E,E23,100,Invertebrados,Mollusca,Gastropoda,Opeatostoma pseudodon,OPE_PSE,5,6
908,Guanacaste,10.937683,-85.801716,CUAJINIQUIL,E,E23,100,Invertebrados,Cnidaria,Hydrozoa,Plumularia sp,PLU_SP,20,2
909,Guanacaste,10.937683,-85.801716,CUAJINIQUIL,E,E23,100,Invertebrados,Chordata,Tunicata,Rhopalaea birkelandi,RHO_BIR,5,7
910,Guanacaste,10.937683,-85.801716,CUAJINIQUIL,E,E23,100,Invertebrados,Annelida,Polychaeta,Sabellidae sp,SAB_SP,5,2
911,Guanacaste,10.937683,-85.801716,CUAJINIQUIL,E,E23,100,Invertebrados,Echinodermata,Echinoidea,Tripneustes depressus,TRI_DEP,10,4
912,Guanacaste,10.937683,-85.801716,CUAJINIQUIL,E,E23,100,Invertebrados,Mollusca,Gastropoda,Turridae sp,TUR_SP,5,3
913,Guanacaste,10.937683,-85.801716,CUAJINIQUIL,E,E23,100,Invertebrados,Arthropoda,Cirripedia,Balanus sp,BAL_SP,5,500
914,Guanacaste,10.937683,-85.801716,CUAJINIQUIL,E,E23,100,Invertebrados,Arthropoda,Cirripedia,Balanus sp,BAL_SP,5,500
915,Guanacaste,10.937683,-85.801716,CUAJINIQUIL,E,E23,100,Invertebrados,Echinodermata,Echinoidea,Diadema mexicanum,DIA_MEX,15,200
916,Guanacaste,10.937683,-85.801716,CUAJINIQUIL,E,E23,100,Invertebrados,Echinodermata,Dendrochirotida,Dendrochirotida sp,DEN_SP,15,500
917,Guanacaste,10.937683,-85.801716,CUAJINIQUIL,E,E23,100,Invertebrados,Mollusca,Gastropoda,Opeatostoma pseudodon,OPE_PSE,5,9
918,Guanacaste,10.937683,-85.801716,CUAJINIQUIL,E,E23,100,Invertebrados,Mollusca,Gastropoda,Opeatostoma pseudodon,OPE_PSE,10,3
919,Guanacaste,10.937683,-85.801716,CUAJINIQUIL,E,E23,100,Invertebrados,Mollusca,Gastropoda,Opeatostoma pseudodon,OPE_PSE,5,17
920,Guanacaste,10.937683,-85.801716,CUAJINIQUIL,E,E23,100,Invertebrados,Cnidaria,Hydrozoa,Plumularia sp,PLU_SP,20,13
921,Guanacaste,10.937683,-85.801716,CUAJINIQUIL,E,E23,100,Invertebrados,Cnidaria,Hydrozoa,Plumularia sp,PLU_SP,10,3
922,Guanacaste,10.937683,-85.801716,CUAJINIQUIL,E,E23,100,Invertebrados,Cnidaria,Hydrozoa,Plumularia sp,PLU_SP,35,10
923,Guanacaste,10.937683,-85.801716,CUAJINIQUIL,E,E23,100,Invertebrados,Cnidaria,Hydrozoa,Plumularia sp,PLU_SP,10,7
